序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
850,301566,达利凯普,18.0,-0.77,-0.14,37545.0,67388542.73,1.1,18.08,17.88,18.05,18.14,0.75,1.78,34.95,5.23,7200180000.0,3799561932.0,0.0,0.11,10.43,9.89
851,301662,宏工科技,101.5,-0.77,-0.79,8399.0,85754427.18,2.91,103.98,101.0,102.86,102.29,0.82,5.32,117.09,5.68,8120000000.0,1601296988.0,0.1,0.18,52.93,296.48
852,300275,梅安森,14.1,-0.77,-0.11,58546.0,82820219.0,1.41,14.26,14.06,14.18,14.21,0.53,2.27,84.18,4.76,4338114119.0,3638081605.0,-0.07,-0.07,9.56,-3.89
853,301617,博苑股份,39.59,-0.78,-0.31,7966.0,31490420.86,1.33,39.88,39.35,39.8,39.9,0.86,2.38,26.95,3.24,5290807600.0,1322701900.0,-0.08,0.1,8.76,1.67
854,301116,益客食品,11.49,-0.78,-0.09,17009.0,19583850.5,1.3,11.61,11.46,11.61,11.58,0.97,0.38,-18.1,3.09,5158775524.0,5158749671.0,0.0,-0.09,4.17,-6.43
855,300277,海联讯,12.68,-0.78,-0.1,32127.0,40671697.34,1.41,12.78,12.6,12.78,12.78,1.21,0.94,-1075.27,8.95,4332756000.0,4327870979.0,0.0,0.16,5.23,14.96
856,301057,汇隆新材,19.16,-0.78,-0.15,10922.0,20885759.92,1.97,19.32,18.94,19.29,19.31,0.7,1.32,45.44,3.02,2241134432.0,1582366211.0,0.05,-0.05,11.2,55.77
857,301510,固高科技,31.99,-0.78,-0.25,31668.0,101499726.85,1.71,32.38,31.83,32.2,32.24,0.8,1.13,410.45,9.35,12796319900.0,8930304727.0,-0.06,-0.12,-1.08,22.76
858,300580,贝斯特,26.52,-0.79,-0.21,61975.0,164212661.65,1.57,26.78,26.36,26.58,26.73,0.77,1.32,47.82,4.29,13274423300.0,12485976009.0,-0.11,0.04,-1.12,16.26
859,300957,贝泰妮,45.25,-0.79,-0.36,17388.0,78705730.0,1.51,45.75,45.06,45.6,45.61,1.03,0.41,169.09,3.29,19167900000.0,19167900000.0,-0.15,0.02,1.59,7.51
860,301355,南王科技,12.6,-0.79,-0.1,18364.0,23156638.0,1.81,12.75,12.52,12.71,12.7,0.71,1.83,85.77,1.63,2458233893.0,1262588393.0,0.08,0.16,14.65,-3.96
861,300082,奥克股份,7.51,-0.79,-0.06,38335.0,28763982.0,1.32,7.57,7.47,7.53,7.57,0.89,0.57,-389.01,1.86,5107537482.0,5093340112.0,0.0,0.13,15.9,19.78
862,300806,斯迪克,18.8,-0.79,-0.15,54565.0,102885451.8,2.53,19.15,18.67,18.85,18.95,1.01,1.72,220.99,3.83,8522049456.0,5948708577.0,0.16,0.21,12.1,45.29
863,301509,金凯生科,38.25,-0.8,-0.31,25147.0,96150248.1,3.14,39.02,37.81,38.57,38.56,0.69,4.43,24.29,2.14,4607085089.0,2170340496.0,-0.08,-0.08,14.86,50.12
864,300291,百纳千成,6.12,-0.81,-0.05,178913.0,109150444.0,1.62,6.16,6.06,6.16,6.17,1.11,1.93,-1749.87,1.84,5764364664.0,5685349301.0,-0.33,-0.33,29.66,21.67
865,300686,智动力,11.05,-0.81,-0.09,55104.0,60966477.7,2.33,11.2,10.94,11.2,11.14,0.75,2.85,-30.22,2.91,2879897631.0,2140063080.0,-0.09,-0.18,26.43,26.58
866,300915,海融科技,26.57,-0.82,-0.22,7419.0,19654173.2,1.61,26.8,26.37,26.79,26.79,0.94,1.29,115.56,2.19,3343549351.0,1530660183.0,0.0,0.26,12.58,16.84
867,300583,赛托生物,18.15,-0.82,-0.15,26116.0,47273446.44,2.57,18.41,17.94,18.35,18.3,0.82,1.4,-31.29,1.9,3443093587.0,3378603007.0,-0.06,0.11,-1.41,-7.11
868,300599,雄塑科技,8.46,-0.82,-0.07,21748.0,18401272.0,1.88,8.56,8.4,8.5,8.53,0.97,1.02,-16155.46,1.51,3029793057.0,1795132197.0,0.12,0.12,9.16,17.17
869,300822,贝仕达克,19.04,-0.83,-0.16,19751.0,37568298.0,1.46,19.19,18.91,19.19,19.2,1.13,0.68,140.17,4.77,5931649248.0,5502218004.0,0.05,0.16,-7.71,-7.35
870,300173,福能东方,5.95,-0.83,-0.05,89857.0,53638749.0,1.33,6.02,5.94,5.96,6.0,1.13,1.22,192.8,4.41,4371617903.0,4371617903.0,-0.17,-0.17,7.99,5.31
871,301469,恒达新材,28.64,-0.83,-0.24,8095.0,23153675.0,1.73,28.89,28.39,28.88,28.88,0.83,1.76,48.42,1.91,2562707200.0,1319120738.0,-0.03,-0.14,16.52,23.71
872,301459,丰茂股份,47.95,-0.83,-0.4,11438.0,54803137.78,1.88,48.41,47.5,48.35,48.35,0.73,4.38,43.45,4.2,4992641269.0,1252541269.0,-0.02,-0.08,18.16,55.78
873,301022,海泰科,41.15,-0.84,-0.35,50477.0,208502992.16,7.61,42.72,39.56,40.5,41.5,1.04,9.29,64.23,3.54,3576365758.0,2237049754.0,-0.46,-0.48,45.56,105.75
874,301316,慧博云通,47.35,-0.84,-0.4,79417.0,376176899.98,2.6,48.12,46.88,47.33,47.75,0.56,3.27,1148.85,19.52,19129400000.0,11497834917.0,0.23,0.51,63.73,85.76
875,300432,富临精工,13.01,-0.84,-0.11,233593.0,303330686.1,1.37,13.1,12.92,13.05,13.12,0.96,1.38,44.93,5.07,22243980748.0,21995973694.0,0.0,0.08,-5.52,19.25
876,300054,鼎龙股份,28.39,-0.84,-0.24,46077.0,130577924.0,1.64,28.68,28.21,28.63,28.63,0.76,0.63,47.55,5.88,26815593003.0,20850623419.0,0.0,0.0,1.21,9.53
877,301633,港迪技术,77.98,-0.85,-0.67,3803.0,29576966.2,1.72,78.65,77.3,78.65,78.65,0.95,2.73,-209.07,5.02,4341926400.0,1085481600.0,-0.14,-0.04,13.94,-5.46
878,300769,德方纳米,32.59,-0.85,-0.28,42126.0,137616145.02,1.79,33.07,32.48,32.93,32.87,1.09,1.67,-13.66,1.69,9131327898.0,8204635419.0,0.06,0.09,12.07,-11.63
879,300832,新产业,55.1,-0.85,-0.47,29085.0,159875007.17,2.48,55.89,54.51,55.57,55.57,1.04,0.43,24.74,5.42,43293105054.0,37479434683.0,0.07,0.09,-2.87,-20.78
880,300723,一品红,69.52,-0.86,-0.6,56367.0,387384616.98,3.74,70.4,67.78,69.6,70.12,1.23,1.35,138.73,16.23,31401681092.0,29035020353.0,-0.04,-0.1,89.22,307.5
881,300043,星辉娱乐,4.59,-0.86,-0.04,297603.0,136573701.2,2.59,4.66,4.54,4.63,4.63,1.04,2.39,-30.0,4.06,5710870661.0,5707846310.0,-0.43,-0.43,28.93,26.45
882,301589,诺瓦星云,155.8,-0.87,-1.37,2275.0,35485287.0,1.15,157.32,155.52,157.27,157.17,0.87,0.66,35.2,3.95,14403398400.0,5369640768.0,-0.15,0.06,10.19,-9.92
883,300710,万隆光电,20.61,-0.87,-0.18,16131.0,33201173.51,2.26,20.89,20.42,20.8,20.79,1.18,2.0,-136.83,4.36,2050495083.0,1658954258.0,-0.05,0.0,10.81,15.4
884,300611,美力科技,25.14,-0.87,-0.22,57042.0,142881690.0,2.09,25.38,24.85,25.25,25.36,0.86,3.85,39.03,4.81,5306417455.0,3728336917.0,0.0,-0.08,-4.12,140.57
885,301503,智迪科技,41.83,-0.88,-0.37,7819.0,32537206.0,1.9,42.15,41.35,42.0,42.2,0.74,2.41,30.45,3.21,3346400000.0,1358638400.0,0.0,0.07,13.24,24.24
886,300341,麦克奥迪,16.96,-0.88,-0.15,56629.0,96487412.75,2.22,17.28,16.9,17.0,17.11,1.27,1.1,62.89,4.83,8775279299.0,8739957131.0,-0.18,-0.18,13.37,-2.75
887,301585,蓝宇股份,34.89,-0.88,-0.31,8689.0,30309427.64,1.51,35.22,34.69,35.22,35.2,0.85,3.34,67.82,3.9,3628560000.0,907140000.0,0.03,0.09,1.07,-1.91
888,301600,慧翰股份,125.0,-0.89,-1.12,11601.0,143888796.18,2.43,125.98,122.91,125.98,126.12,0.86,4.44,75.44,11.21,13065437500.0,3268687500.0,0.93,0.9,15.32,-4.05
889,301120,新特电气,13.35,-0.89,-0.12,104514.0,140297563.5,2.3,13.61,13.3,13.33,13.47,0.66,4.78,135.66,3.28,4958738084.0,2918573823.0,-0.07,0.0,43.86,35.12
890,300515,三德科技,26.67,-0.89,-0.24,52197.0,139156141.9,3.86,27.16,26.12,26.91,26.91,1.02,2.9,48.87,7.08,5487472515.0,4807727958.0,-0.11,0.19,73.07,129.52
891,301327,华宝新能,56.07,-0.9,-0.51,9243.0,51693703.75,1.84,56.66,55.62,56.58,56.58,0.93,1.92,28.73,1.59,9777562631.0,2699724971.0,0.05,0.23,9.45,3.68
892,300770,新媒股份,40.84,-0.92,-0.38,22564.0,92091932.85,1.43,41.22,40.63,41.09,41.22,1.47,0.98,14.55,2.62,9357706324.0,9357706324.0,-0.02,0.1,6.11,3.0
893,301039,中集车辆,8.51,-0.93,-0.08,128349.0,109054251.0,1.51,8.57,8.44,8.56,8.59,2.63,0.88,22.33,1.13,15948798814.0,12370816800.0,-0.12,0.0,3.65,-2.96
894,301183,东田微,62.92,-0.93,-0.59,20495.0,129018723.0,1.51,63.47,62.51,63.28,63.51,0.55,3.5,62.61,5.8,5033600000.0,3688809330.0,0.0,0.08,38.8,17.21
895,300796,贝斯美,10.69,-0.93,-0.1,53888.0,57541057.0,1.48,10.78,10.62,10.77,10.79,1.23,1.49,37.15,2.23,3860617302.0,3860617302.0,0.09,0.19,16.83,4.7
896,300912,凯龙高科,16.02,-0.93,-0.15,13968.0,22404868.0,2.54,16.27,15.86,16.09,16.17,1.0,1.63,-78.59,3.53,1842011640.0,1375092320.0,-0.06,0.0,14.35,39.3
897,300993,玉马科技,15.99,-0.93,-0.15,98976.0,157423753.72,2.91,16.15,15.68,16.0,16.14,0.87,4.1,40.81,3.41,4927017888.0,3857838543.0,0.31,0.06,53.6,42.9
898,300518,新迅达,13.92,-0.93,-0.13,29733.0,41354147.77,1.64,14.05,13.82,14.05,14.05,1.14,1.49,-66.83,3.61,2775809138.0,2775477842.0,0.07,0.14,16.49,12.62
899,301102,兆讯传媒,11.74,-0.93,-0.11,25091.0,29425465.8,2.28,11.88,11.61,11.85,11.85,1.18,2.47,57.1,1.56,4766440000.0,1191610000.0,0.0,-0.09,16.01,7.61
900,300532,今天国际,12.59,-0.94,-0.12,40767.0,51273412.55,1.49,12.71,12.52,12.7,12.71,0.93,0.95,20.41,3.33,5707350243.0,5425271670.0,-0.08,-0.08,10.93,11.22
901,301665,泰禾股份,29.66,-0.94,-0.28,11518.0,34114360.77,1.2,29.86,29.5,29.85,29.94,1.25,3.21,42.49,4.03,13347000000.0,1064980532.0,0.0,0.03,-0.74,200.51
902,300150,世纪瑞尔,5.27,-0.94,-0.05,79450.0,41836068.5,1.5,5.32,5.24,5.29,5.32,1.04,1.54,639.87,2.01,3083508899.0,2712647848.0,0.0,0.0,12.61,20.32
903,301468,博盈特焊,26.37,-0.94,-0.25,13384.0,35289563.0,1.8,26.72,26.24,26.72,26.62,0.46,1.74,62.33,1.51,3480840000.0,2027555784.0,0.0,-0.04,21.91,27.27
904,300128,锦富技术,5.21,-0.95,-0.05,143225.0,74331580.98,1.71,5.25,5.16,5.25,5.26,1.02,1.1,-33.99,9.19,6768391297.0,6761105763.0,0.19,0.19,-1.33,1.17
905,300638,广和通,29.23,-0.95,-0.28,206652.0,605183564.68,2.71,29.68,28.88,29.44,29.51,0.69,3.88,47.49,6.46,22374207033.0,15577443057.0,0.17,0.27,6.64,47.63
906,300268,*ST佳沃,10.4,-0.95,-0.1,4938.0,5158813.0,1.33,10.52,10.38,10.5,10.5,0.61,0.37,-2.5,-0.98,1811680000.0,1390558000.0,0.0,0.0,1.27,53.39
907,300136,信维通信,23.91,-0.95,-0.23,126382.0,301604408.98,1.95,24.14,23.67,24.04,24.14,1.28,1.53,74.64,3.15,23134566135.0,19715419111.0,0.0,-0.04,15.28,-5.83
908,301212,联盛化学,28.22,-0.95,-0.27,8608.0,24235762.0,2.07,28.55,27.96,28.48,28.49,0.82,0.92,68.18,2.28,3047760000.0,2645625000.0,0.0,0.0,-3.59,37.32
909,301538,骏鼎达,68.05,-0.95,-0.65,9965.0,68112071.68,2.98,69.77,67.72,68.67,68.7,0.64,3.19,28.33,4.16,5335120000.0,2124498612.0,-0.22,0.06,38.43,24.59
910,300877,金春股份,26.88,-0.96,-0.26,29290.0,77874307.8,2.73,26.99,26.25,26.99,27.14,0.71,2.44,230.84,2.05,3225600000.0,3225571776.0,0.04,-0.07,66.96,92.69
911,300183,东软载波,17.63,-0.96,-0.17,36352.0,64047085.0,1.52,17.8,17.53,17.72,17.8,0.89,0.89,517.42,2.62,8155799085.0,7167249285.0,-0.06,0.0,5.57,-8.42
912,301268,铭利达,20.63,-0.96,-0.2,18321.0,37778615.86,1.97,20.86,20.45,20.63,20.83,0.55,1.02,-46.96,4.77,8260187098.0,3721493232.0,0.05,0.1,19.25,24.43
913,300585,奥联电子,15.37,-0.97,-0.15,22548.0,34677474.0,1.87,15.58,15.29,15.51,15.52,0.8,1.32,-359.88,3.72,2629977776.0,2629977776.0,0.0,0.07,12.93,7.03
914,300689,澄天伟业,61.55,-0.98,-0.61,58433.0,347190989.24,6.72,61.75,57.57,59.94,62.16,1.38,5.78,335.71,10.43,7115180000.0,6227208860.0,0.8,0.57,78.35,141.18
915,300791,仙乐健康,23.28,-0.98,-0.23,17837.0,41387263.5,1.91,23.51,23.06,23.49,23.51,0.89,0.7,26.06,3.2,7154385389.0,5974344002.0,0.34,0.43,1.44,17.69
916,300709,精研科技,46.45,-0.98,-0.46,67725.0,312120467.86,3.2,47.0,45.5,46.21,46.91,0.85,4.54,-123.5,4.07,8643261832.0,6931567952.0,0.09,0.09,22.53,15.95
917,300132,青松股份,6.05,-0.98,-0.06,90915.0,54893205.0,1.8,6.1,5.99,6.1,6.11,1.6,1.79,409.16,2.4,3125314360.0,3073891768.0,-0.17,0.17,-5.47,22.72
918,301526,国际复材,5.0,-0.99,-0.05,639621.0,317292682.93,3.17,5.05,4.89,4.98,5.05,1.45,4.55,89.48,2.35,18854390240.0,7021964615.0,-0.4,-0.4,32.98,35.14
919,300307,慈星股份,8.04,-0.99,-0.08,118308.0,94981550.0,1.97,8.13,7.97,8.08,8.12,0.99,1.51,20.98,1.99,6385760159.0,6288978321.0,0.0,0.0,-5.52,-1.23
920,301314,科瑞思,45.05,-0.99,-0.45,7361.0,33070230.1,2.55,45.64,44.48,45.5,45.5,1.24,4.53,260.35,2.4,2489012500.0,732062500.0,0.07,0.09,24.83,28.53
921,300969,恒帅股份,84.21,-0.99,-0.84,7766.0,65333068.79,2.14,85.4,83.58,85.05,85.05,0.51,2.56,56.41,7.3,9431520000.0,2556639852.0,0.17,0.01,46.4,45.06
922,301004,嘉益股份,69.6,-1.0,-0.7,4892.0,34032587.2,1.49,70.2,69.15,70.2,70.3,0.96,0.36,16.67,5.79,10123101247.0,9361538256.0,0.03,0.04,-8.09,-13.5
923,300596,利安隆,32.53,-1.0,-0.33,29832.0,97170815.0,2.13,33.06,32.36,32.78,32.86,0.73,1.33,17.31,1.67,7469527768.0,7309117230.0,-0.06,0.06,8.72,7.97
924,300241,瑞丰光电,5.94,-1.0,-0.06,94864.0,56290056.0,2.0,6.01,5.89,6.0,6.0,0.92,1.66,37.09,1.9,4077229977.0,3402459461.0,0.0,0.0,15.79,8.59
925,300623,捷捷微电,31.73,-1.0,-0.32,164101.0,518875323.08,1.97,32.0,31.37,31.8,32.05,1.54,2.26,59.06,4.55,26401895830.0,23037587981.0,-0.09,-0.06,8.0,-6.7
926,301535,浙江华远,20.56,-1.01,-0.21,32520.0,66887859.04,1.69,20.8,20.45,20.69,20.77,1.03,5.43,56.75,7.87,8744047066.0,1231565033.0,0.0,0.1,-1.39,328.33
927,300545,联得装备,33.09,-1.02,-0.34,34350.0,113645902.92,1.08,33.27,32.91,33.1,33.43,0.8,2.88,35.79,2.96,6126326974.0,3946880894.0,-0.18,-0.09,12.94,6.3
928,301007,德迈仕,38.83,-1.02,-0.4,40893.0,158427105.45,3.01,39.5,38.32,39.48,39.23,0.69,2.67,136.9,9.04,5954192200.0,5940737605.0,0.15,0.0,74.05,113.0
929,301333,诺思格,54.57,-1.03,-0.57,8115.0,44152542.0,2.01,55.06,53.95,55.04,55.14,0.49,1.42,50.53,2.85,5270439140.0,3118365215.0,0.06,0.44,23.02,9.51
930,300538,同益股份,17.26,-1.03,-0.18,42810.0,73640122.49,3.33,17.58,17.0,17.36,17.44,1.01,3.78,243.0,3.27,3139914570.0,1952821962.0,0.0,0.0,15.07,13.33
931,301590,优优绿能,154.48,-1.03,-1.61,3724.0,57665104.7,1.58,156.45,153.98,156.01,156.09,1.12,4.56,26.43,3.45,6488160000.0,1261261538.0,-0.05,0.02,74.75,74.75
932,300632,光莆股份,13.51,-1.03,-0.14,40965.0,55082621.91,2.64,13.69,13.33,13.62,13.65,1.09,1.85,52.67,2.34,4123003686.0,2988554639.0,0.07,0.15,13.15,22.82
933,300056,中创环保,15.28,-1.04,-0.16,61869.0,94570612.42,1.94,15.49,15.19,15.42,15.44,0.74,1.61,-128.2,32.18,5890293969.0,5885771853.0,-0.13,0.26,18.73,15.06
934,301318,维海德,36.32,-1.04,-0.38,21807.0,78783959.44,1.99,36.56,35.83,36.32,36.7,1.08,3.73,29.0,2.69,4907953416.0,2125218347.0,-0.06,0.06,18.08,24.6
935,301045,天禄科技,25.44,-1.05,-0.27,16762.0,42379236.25,2.29,25.69,25.1,25.69,25.71,0.86,2.49,128.32,2.82,2806499028.0,1710561534.0,-0.08,0.04,21.84,15.27
936,301237,和顺科技,38.79,-1.05,-0.41,9524.0,37009967.0,2.02,39.36,38.57,39.0,39.2,0.83,2.43,-86.99,2.35,3103200000.0,1522507500.0,0.03,0.0,57.04,62.3
937,300051,琏升科技,7.56,-1.05,-0.08,81351.0,61650953.0,2.09,7.67,7.51,7.66,7.64,0.79,2.22,-30.19,12.77,2813353376.0,2764597046.0,0.0,0.13,14.55,13.0
938,301328,维峰电子,46.04,-1.05,-0.49,12523.0,57631026.22,1.81,46.5,45.66,46.5,46.53,0.82,3.67,49.71,2.66,5059501068.0,1571522040.0,-0.07,0.04,16.35,9.7
939,300879,大叶股份,32.97,-1.05,-0.35,41230.0,135786334.74,1.23,33.21,32.8,33.2,33.32,0.78,2.05,8.59,4.78,6673089524.0,6627907931.0,0.03,0.06,-34.02,110.54
940,301616,浙江华业,49.44,-1.06,-0.53,47204.0,233906449.03,4.78,50.79,48.4,50.03,49.97,1.85,23.6,58.53,3.05,3955200000.0,988800000.0,-0.04,-0.1,7.74,136.9
941,300417,南华仪器,14.01,-1.06,-0.15,17072.0,23907235.0,2.4,14.24,13.9,14.16,14.16,0.6,1.96,-121.31,4.14,1885230432.0,1218866329.0,0.0,0.07,19.44,18.93
942,301118,恒光股份,24.19,-1.06,-0.26,22808.0,55460371.08,3.39,24.88,24.05,24.45,24.45,1.3,2.17,160.25,2.0,2665650916.0,2541219080.0,-0.08,0.0,12.88,32.26
943,301321,翰博高新,15.87,-1.06,-0.17,10902.0,17295994.6,2.37,16.11,15.73,16.11,16.04,0.73,0.74,-20.55,2.94,2958723450.0,2341874023.0,-0.13,0.0,4.07,10.21
944,301152,天力锂能,28.86,-1.06,-0.31,15615.0,45013588.0,2.13,29.22,28.6,29.05,29.17,0.97,2.23,-21.13,2.46,3426836602.0,2022256477.0,0.0,0.07,24.83,-12.15
945,300534,陇神戎发,11.12,-1.07,-0.12,136919.0,151777015.15,2.67,11.24,10.94,11.17,11.24,0.59,4.53,34.83,4.86,3373196400.0,3358691617.0,-0.09,0.0,18.93,28.11
946,301206,三元生物,29.6,-1.07,-0.32,12380.0,36737842.1,1.57,29.98,29.51,29.95,29.92,1.4,1.15,60.1,1.4,5988840720.0,3185291520.0,-0.1,-0.07,6.44,18.54
947,301555,惠柏新材,34.07,-1.07,-0.37,19954.0,67970527.0,2.18,34.5,33.75,34.3,34.44,0.56,4.13,89.11,2.93,3143526469.0,1647190808.0,-0.06,-0.09,31.7,45.16
948,300109,新开源,17.5,-1.07,-0.19,48668.0,84911527.3,1.98,17.69,17.34,17.69,17.69,0.69,1.08,26.44,2.36,8505875088.0,7869549118.0,0.11,0.11,8.43,11.46
949,300719,安达维尔,19.39,-1.07,-0.21,65898.0,127909871.0,2.55,19.74,19.24,19.47,19.6,0.88,3.67,-152.07,4.8,4929464439.0,3482834359.0,0.1,0.26,0.94,8.51
950,300030,阳普医疗,9.19,-1.08,-0.1,391786.0,357584148.0,7.86,9.57,8.84,9.12,9.29,1.81,15.07,90.97,4.62,2841431425.0,2388707754.0,0.0,0.44,47.75,66.49
951,300757,罗博特科,173.26,-1.08,-1.89,22655.0,395424341.46,2.06,176.6,173.0,175.0,175.15,0.81,1.53,-277.55,16.86,29054383665.0,25672126519.0,-0.18,-0.18,29.15,-23.1
952,300503,昊志机电,24.72,-1.08,-0.27,65009.0,160492825.0,1.72,24.94,24.51,24.83,24.99,0.86,2.72,59.69,5.98,7566120506.0,5910238105.0,0.08,0.04,6.14,31.0
953,300559,佳发教育,12.69,-1.09,-0.14,67322.0,85048353.0,2.81,12.89,12.53,12.8,12.83,1.0,2.16,-126.26,4.43,5069839855.0,3948326411.0,0.08,0.0,17.61,7.45
954,300814,中富电路,35.09,-1.1,-0.39,29084.0,101758753.32,2.2,35.5,34.72,35.3,35.48,0.87,1.52,168.22,4.15,6717283332.0,6717283332.0,0.17,0.17,20.96,8.57
955,301023,江南奕帆,45.1,-1.1,-0.5,11841.0,53203333.5,2.06,45.49,44.55,45.49,45.6,0.89,2.85,52.19,4.38,3526250387.0,1876197974.0,0.02,-0.02,-7.64,35.19
956,300061,旗天科技,12.54,-1.1,-0.14,97730.0,122507170.6,1.58,12.68,12.48,12.67,12.68,1.33,1.57,729.95,14.9,8263780710.0,7781568289.0,-0.08,-0.08,9.04,-2.79
957,300908,仲景食品,30.43,-1.1,-0.34,7394.0,22518384.98,1.85,30.83,30.26,30.73,30.77,0.8,0.6,22.94,2.68,4442780000.0,3760586536.0,0.07,0.1,1.4,1.64
958,301030,仕净科技,18.79,-1.11,-0.21,34510.0,64928024.0,1.53,18.99,18.7,18.89,19.0,1.26,2.14,17.97,3.41,3802782771.0,3033587439.0,-0.05,-0.05,4.56,-22.16
959,300949,奥雅股份,41.06,-1.11,-0.46,5759.0,23581612.0,2.96,41.79,40.56,41.52,41.52,1.18,1.68,-66.4,3.61,2477079998.0,1408401647.0,0.02,0.02,13.21,-13.92
960,300283,温州宏丰,7.13,-1.11,-0.08,175131.0,124658206.81,1.8,7.2,7.07,7.15,7.21,0.93,5.11,-56.0,3.6,3366606167.0,2441419364.0,-0.28,-0.14,24.0,29.87
961,301010,晶雪节能,20.24,-1.12,-0.23,15411.0,31105286.35,2.64,20.58,20.04,20.43,20.47,0.55,1.43,179.94,2.66,2185920000.0,2185920000.0,0.1,0.05,26.82,-13.39
962,300878,维康药业,23.91,-1.12,-0.27,62086.0,146894014.37,4.59,24.25,23.14,23.8,24.18,0.86,4.31,-87.82,3.07,3461936599.0,3446003860.0,0.17,0.25,58.55,60.15
963,301106,骏成科技,31.43,-1.13,-0.36,8983.0,28174915.5,2.3,31.8,31.07,31.8,31.79,1.09,0.88,32.11,2.63,3193958559.0,3193958559.0,-0.03,0.0,12.61,13.22
964,300033,同花顺,288.43,-1.13,-3.31,41209.0,1184927270.56,1.89,291.5,286.0,291.0,291.74,0.87,1.5,321.99,23.93,155059968000.0,79464074728.0,-0.15,0.12,8.76,1.38
965,301581,黄山谷捷,59.4,-1.13,-0.68,18122.0,108225498.32,2.43,60.57,59.11,59.45,60.08,0.89,9.06,53.3,4.87,4752000000.0,1188000000.0,0.07,0.1,19.66,121.64
966,300980,祥源新材,24.46,-1.13,-0.28,32825.0,79829799.0,2.75,24.78,24.1,24.53,24.74,0.79,3.34,117.59,2.45,3380642112.0,2405431818.0,0.0,0.04,2.69,7.66
967,300805,电声股份,11.37,-1.13,-0.13,51645.0,58608661.0,2.61,11.52,11.22,11.47,11.5,0.89,1.79,278.05,3.15,4823763341.0,3276410945.0,0.09,0.0,4.22,2.8
968,301195,北路智控,39.26,-1.13,-0.45,27352.0,106938837.86,2.57,39.75,38.73,39.68,39.71,1.17,3.12,30.91,2.22,5185061918.0,3443585958.0,-0.15,-0.05,15.85,24.79
969,301125,腾亚精工,19.06,-1.14,-0.22,37935.0,72255284.0,2.44,19.35,18.88,19.09,19.28,0.62,3.23,731.43,4.49,2701905955.0,2236803835.0,0.21,0.21,45.16,72.18
970,300413,芒果超媒,21.77,-1.14,-0.25,108701.0,236482042.23,1.41,21.99,21.68,21.97,22.02,1.57,1.06,26.88,1.81,40725592143.0,22242408086.0,-0.05,0.0,-6.85,-18.37
971,300155,安居宝,5.19,-1.14,-0.06,48922.0,25402124.0,2.29,5.27,5.15,5.27,5.25,0.89,1.48,-91.48,2.33,2912771991.0,1716381563.0,0.19,0.0,13.32,8.35
972,301448,开创电气,30.38,-1.14,-0.35,9442.0,28878307.0,2.34,30.98,30.26,30.58,30.73,0.81,1.97,344.56,4.59,3159520000.0,1453379200.0,-0.07,-0.07,27.97,49.29
973,300831,派瑞股份,15.44,-1.15,-0.18,52093.0,80372647.16,2.18,15.63,15.29,15.62,15.62,1.51,2.82,81.15,5.39,4940800000.0,2848436666.0,0.0,0.06,11.32,-3.86
974,300380,安硕信息,46.61,-1.15,-0.54,25933.0,120619939.75,1.74,47.02,46.2,47.01,47.15,1.36,2.04,978.65,17.19,6452644121.0,5936880839.0,-0.17,0.02,-3.96,-1.21
975,301319,唯特偶,30.08,-1.15,-0.35,26747.0,80138214.2,2.56,30.43,29.65,30.23,30.43,1.06,4.81,42.63,3.38,3710707844.0,1673094148.0,0.0,0.0,19.41,53.78
976,300113,顺网科技,20.66,-1.15,-0.24,164907.0,341459425.5,3.73,21.09,20.31,20.91,20.9,1.2,3.18,48.06,6.27,14122475254.0,10704895244.0,0.19,0.1,12.16,23.56
977,300691,联合光电,19.74,-1.15,-0.23,35018.0,69024887.82,2.0,19.98,19.58,19.98,19.97,0.93,1.66,-55.35,3.35,5311022641.0,4157572592.0,0.05,0.05,12.61,0.51
978,300795,米奥会展,15.43,-1.15,-0.18,15916.0,24532108.3,1.79,15.6,15.32,15.59,15.61,1.06,0.92,-31.34,9.09,4611932414.0,2673482129.0,0.0,0.0,3.28,1.65
979,300629,新劲刚,24.09,-1.15,-0.28,166834.0,399957115.74,2.59,24.28,23.65,24.05,24.37,1.27,7.88,-81.28,3.63,6056790284.0,5097916092.0,0.46,0.54,18.09,12.05
980,300366,创意信息,8.55,-1.16,-0.1,331522.0,282913162.53,3.7,8.71,8.39,8.69,8.65,1.42,6.25,-21.86,2.92,5194776083.0,4535796290.0,-0.35,0.12,14.15,-8.06
981,300063,天龙集团,8.54,-1.16,-0.1,176789.0,151294704.7,1.85,8.67,8.51,8.64,8.64,0.72,2.83,112.48,3.94,6477821861.0,5339599986.0,0.0,-0.12,-0.58,-6.36
982,301528,多浦乐,62.68,-1.17,-0.74,5066.0,31711375.0,2.78,63.66,61.9,63.61,63.42,0.84,1.59,161.35,2.59,3879892000.0,1996355242.0,0.06,0.06,35.58,61.38
983,301287,康力源,42.19,-1.17,-0.5,12130.0,50909341.96,3.21,42.79,41.42,42.76,42.69,1.03,7.12,37.52,2.48,2812807300.0,718552657.0,-0.02,-0.07,24.53,51.16
