序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
716,300759,康龙化成,28.76,-0.48,-0.14,241818.0,688210231.3,2.6,28.86,28.11,28.8,28.9,1.04,1.7,41.84,3.72,51140903299.0,40821501470.0,-0.07,0.24,25.37,12.78
717,301539,宏鑫科技,20.6,-0.48,-0.1,10479.0,21498164.0,1.35,20.68,20.4,20.6,20.7,0.98,1.4,74.9,3.95,3048800000.0,1546273059.0,0.05,0.0,10.4,11.9
718,300088,长信科技,6.16,-0.48,-0.03,175838.0,107938556.24,1.29,6.19,6.11,6.17,6.19,1.04,0.71,48.26,1.81,15386038847.0,15310702466.0,0.16,0.0,4.23,-4.94
719,301238,瑞泰新材,18.57,-0.48,-0.09,29578.0,54937897.0,1.45,18.74,18.47,18.64,18.66,0.98,0.4,129.57,1.92,13617999381.0,13617999381.0,0.05,0.11,9.36,19.34
720,300729,乐歌股份,14.53,-0.48,-0.07,19743.0,28632123.9,1.23,14.62,14.44,14.62,14.6,0.97,0.62,23.97,1.39,4963626922.0,4654075008.0,0.0,0.0,-12.26,-6.74
721,300506,ST名家汇,4.06,-0.49,-0.02,27906.0,11319511.4,1.47,4.09,4.03,4.09,4.08,0.89,0.48,-42.43,35.39,2824122070.0,2337445327.0,0.0,0.0,16.67,26.09
722,300507,苏奥传感,8.13,-0.49,-0.04,136187.0,110832706.01,1.47,8.21,8.09,8.15,8.17,0.76,1.76,57.5,3.17,6509259354.0,6306170661.0,0.0,-0.12,0.74,22.44
723,300347,泰格医药,64.35,-0.49,-0.32,38960.0,249782635.49,1.56,64.64,63.63,64.19,64.67,0.56,0.69,83.71,2.73,55407026318.0,36435884156.0,-0.09,0.03,48.03,18.46
724,300745,欣锐科技,20.21,-0.49,-0.1,26348.0,53052201.0,1.77,20.36,20.0,20.16,20.31,0.94,1.86,-24.84,1.49,3387486842.0,2855374195.0,0.05,-0.15,21.24,26.95
725,300616,尚品宅配,13.83,-0.5,-0.07,12982.0,17952310.0,1.44,13.92,13.72,13.91,13.9,0.8,0.83,-19.98,0.97,3105056003.0,2157013127.0,-0.07,0.0,14.77,21.1
726,300603,立昂技术,11.91,-0.5,-0.06,123966.0,147653908.09,3.51,12.17,11.75,12.07,11.97,1.61,3.35,-60.74,3.84,5535746931.0,4412297950.0,-0.17,0.08,2.85,6.91
727,300107,建新股份,8.03,-0.5,-0.04,71736.0,57613960.0,2.35,8.15,7.96,8.05,8.07,2.02,2.07,701.41,3.01,4517556490.0,2787901942.0,0.0,-0.12,0.5,-14.76
728,300958,建工修复,14.0,-0.5,-0.07,31122.0,43504510.0,2.35,14.16,13.83,14.0,14.07,1.09,3.42,-72.59,1.68,2194312106.0,1274691978.0,0.07,0.07,17.85,21.53
729,300424,航新科技,17.68,-0.51,-0.09,68574.0,121192364.42,2.08,17.88,17.51,17.67,17.77,0.94,2.8,125.77,5.9,4339180777.0,4330861170.0,0.06,0.0,10.5,-2.1
730,301588,美新科技,19.51,-0.51,-0.1,5437.0,10607090.0,1.43,19.68,19.4,19.61,19.61,0.89,0.74,35.9,2.51,2319109881.0,1431237660.0,0.1,0.15,6.5,-2.94
731,301280,珠城科技,45.1,-0.51,-0.23,13321.0,60027133.0,1.59,45.55,44.83,45.32,45.33,0.63,3.51,28.6,3.52,6168784314.0,1710311064.0,0.0,0.13,12.44,56.0
732,300802,矩子科技,19.53,-0.51,-0.1,14792.0,28908365.0,1.94,19.79,19.41,19.61,19.63,0.91,0.74,43.87,3.56,5649942189.0,3904712953.0,-0.1,-0.15,9.11,7.78
733,301365,矩阵股份,19.34,-0.51,-0.1,30132.0,58402825.87,3.09,19.74,19.14,19.55,19.44,0.49,6.5,225.51,2.04,3481200000.0,896409000.0,0.05,0.1,12.77,31.74
734,301131,聚赛龙,50.8,-0.51,-0.26,20159.0,102688715.0,3.04,51.85,50.3,51.08,51.06,0.9,6.55,38.41,2.91,2427852244.0,1564615108.0,0.14,0.14,6.48,49.02
735,300856,科思股份,15.22,-0.52,-0.08,20351.0,30949712.45,1.44,15.33,15.11,15.33,15.3,1.02,0.45,37.7,2.75,7239956931.0,6948747542.0,-0.13,-0.07,0.53,-15.87
736,301337,亚华电子,30.84,-0.52,-0.16,11997.0,36824678.0,1.97,31.06,30.45,31.06,31.0,1.05,3.09,-135.21,2.93,3213528000.0,1197323679.0,0.16,0.23,8.52,5.98
737,301505,苏州规划,22.85,-0.52,-0.12,91619.0,215474856.46,8.58,24.4,22.43,22.89,22.97,2.03,12.15,202.59,2.68,2614039794.0,1723043072.0,0.13,0.26,29.17,21.41
738,301025,读客文化,11.42,-0.52,-0.06,44925.0,51251194.0,1.92,11.54,11.32,11.53,11.48,0.61,1.62,1731.69,7.46,4571533348.0,3165061451.0,0.0,0.09,22.01,20.21
739,300784,利安科技,55.2,-0.52,-0.29,3599.0,19796947.0,1.62,55.55,54.65,55.55,55.49,0.95,2.13,53.0,3.95,3104315520.0,934472520.0,0.04,0.11,3.41,-6.9
740,300221,银禧科技,9.6,-0.52,-0.05,131317.0,125843769.15,2.59,9.73,9.48,9.64,9.65,0.66,2.9,64.24,3.37,4603566576.0,4343994163.0,0.0,0.1,7.99,64.38
741,300621,维业股份,9.45,-0.53,-0.05,16985.0,16046800.0,1.79,9.54,9.37,9.54,9.5,0.84,0.87,-153.55,2.33,1966135815.0,1853076809.0,0.0,-0.11,9.25,-0.53
742,301032,新柴股份,13.19,-0.53,-0.07,20207.0,26611155.0,1.66,13.29,13.07,13.24,13.26,0.7,1.26,52.09,2.74,3180549546.0,2108721902.0,0.0,0.0,-4.77,41.98
743,300243,瑞丰高材,11.0,-0.54,-0.06,16605.0,18302559.5,1.18,11.09,10.96,11.05,11.06,0.72,0.85,130.34,2.61,2754691511.0,2139646124.0,-0.18,-0.09,14.11,16.16
744,300087,荃银高科,9.22,-0.54,-0.05,167460.0,155036068.7,1.29,9.33,9.21,9.29,9.27,1.64,1.87,994.05,4.54,8734398744.0,8239889023.0,-0.11,-0.11,0.33,-21.53
745,300777,中简科技,38.33,-0.54,-0.21,59958.0,229963728.59,1.89,38.86,38.13,38.5,38.54,0.73,1.42,37.18,3.85,16853989893.0,16237172954.0,0.05,0.0,8.68,36.55
746,301051,信濠光电,24.07,-0.54,-0.13,18660.0,44771276.28,1.65,24.22,23.82,24.15,24.2,0.62,1.16,-11.61,2.21,4887255986.0,3875461742.0,0.12,0.08,32.76,6.93
747,300565,科信技术,12.79,-0.54,-0.07,44828.0,57098382.2,2.1,12.92,12.65,12.86,12.86,0.97,1.96,-37.46,5.21,3193721987.0,2918743805.0,0.08,0.08,16.27,6.67
748,301088,戎美股份,14.79,-0.54,-0.08,10893.0,16071187.0,1.48,14.9,14.68,14.9,14.87,0.97,0.58,41.72,1.36,3370641000.0,2778301500.0,0.07,0.07,7.56,13.33
749,300334,津膜科技,7.41,-0.54,-0.04,27423.0,20320821.0,2.15,7.51,7.35,7.45,7.45,0.86,0.91,324.5,3.86,2238304288.0,2238040529.0,0.0,0.0,17.81,28.2
750,300214,日科化学,7.23,-0.55,-0.04,82544.0,59621345.0,3.03,7.37,7.15,7.37,7.27,1.76,2.05,-97.32,1.38,3361245899.0,2911398712.0,-0.14,-0.14,12.79,29.34
751,301148,嘉戎技术,25.24,-0.55,-0.14,5737.0,14485202.94,1.62,25.53,25.12,25.3,25.38,0.8,1.51,57.03,1.71,2940386299.0,961570299.0,0.0,0.0,30.44,40.93
752,300817,双飞集团,23.67,-0.55,-0.13,29887.0,70601733.0,1.39,23.81,23.48,23.71,23.8,0.84,2.41,99.63,5.15,5167119341.0,2940018509.0,0.08,0.08,-15.13,73.15
753,301002,崧盛股份,23.43,-0.55,-0.13,12387.0,29039482.3,2.93,23.84,23.15,23.4,23.56,0.81,1.69,-20026.09,3.83,2878997473.0,1717976001.0,0.13,0.39,38.48,37.9
754,300383,光环新网,14.31,-0.56,-0.08,221579.0,315698553.13,1.53,14.4,14.18,14.36,14.39,0.81,1.24,92.97,2.03,25723553641.0,25668458967.0,-0.07,0.0,1.42,-1.51
755,301349,信德新材,37.59,-0.56,-0.21,9556.0,35980488.0,1.4,37.98,37.45,37.82,37.8,1.01,2.27,131.74,1.42,3834180000.0,1584014520.0,0.03,0.0,6.76,16.81
756,300628,亿联网络,33.73,-0.56,-0.19,25694.0,86586073.36,0.88,33.9,33.6,33.86,33.92,0.88,0.35,19.0,5.39,42717959231.0,24472512130.0,0.09,0.06,1.23,-9.57
757,300179,四方达,10.68,-0.56,-0.06,75728.0,80899920.34,1.3,10.77,10.63,10.72,10.74,0.91,2.02,37.98,4.45,5189506304.0,4011832904.0,0.0,0.0,18.67,-3.35
758,300461,田中精机,21.18,-0.56,-0.12,18208.0,38513470.0,1.31,21.3,21.02,21.04,21.3,1.2,1.6,-103.4,6.3,3326460737.0,2414705643.0,0.05,0.14,9.51,13.5
759,300582,英飞特,14.02,-0.57,-0.08,44633.0,62381533.0,2.34,14.18,13.85,14.14,14.1,0.55,2.01,374.82,2.85,4185481562.0,3106385295.0,0.14,0.36,14.26,-0.14
760,300219,鸿利智汇,6.94,-0.57,-0.04,64632.0,44801820.0,0.86,6.97,6.91,6.96,6.98,1.06,0.91,198.97,1.91,4913127932.0,4904052216.0,-0.14,-0.14,11.04,-7.22
761,301056,森赫股份,12.27,-0.57,-0.07,33264.0,40465193.76,3.57,12.4,11.96,12.26,12.34,0.75,1.89,49.69,4.2,3273472404.0,2159468834.0,0.16,0.25,40.87,57.71
762,300467,迅游科技,22.83,-0.57,-0.13,59069.0,133955169.7,3.7,23.15,22.3,22.99,22.96,1.0,3.5,178.48,7.38,4639167799.0,3848162565.0,0.09,0.09,15.65,45.14
763,300012,华测检测,12.22,-0.57,-0.07,97364.0,119051976.48,0.81,12.28,12.18,12.24,12.29,0.89,0.68,37.75,2.99,20564160775.0,17496225587.0,-0.08,0.08,9.01,-0.89
764,300575,中旗股份,6.81,-0.58,-0.04,60884.0,41501783.4,1.31,6.88,6.79,6.88,6.85,0.91,1.78,-23.81,1.54,3248318244.0,2333842951.0,0.0,0.0,13.88,13.12
765,301295,美硕科技,25.88,-0.58,-0.15,10453.0,27024335.0,1.92,26.16,25.66,26.11,26.03,0.91,3.56,79.7,2.77,2608704000.0,760872000.0,0.04,0.04,14.87,25.27
766,300072,海新能科,3.45,-0.58,-0.02,95364.0,32884431.44,1.15,3.47,3.43,3.46,3.47,0.99,0.41,-40.61,1.37,8106535042.0,8043192176.0,0.29,0.29,15.0,-2.82
767,300880,迦南智能,20.52,-0.58,-0.12,9560.0,19625751.04,0.92,20.64,20.45,20.53,20.64,0.82,0.49,58.21,4.02,4004216986.0,4003647556.0,0.0,-0.05,3.69,-5.66
768,301277,新天地,15.29,-0.59,-0.09,44310.0,67497813.83,1.37,15.36,15.15,15.23,15.38,0.6,4.39,26.49,4.03,5994878736.0,1544571336.0,-0.13,-0.07,21.64,59.44
769,300747,锐科激光,30.41,-0.59,-0.18,148023.0,450519958.09,2.94,30.92,30.02,30.2,30.59,0.83,2.91,253.55,5.26,17175643751.0,15487011453.0,0.23,0.33,44.4,59.13
770,301071,力量钻石,30.4,-0.59,-0.18,20774.0,63258275.21,1.54,30.67,30.2,30.56,30.58,0.96,1.07,135.87,1.5,7912278315.0,5915662677.0,-0.07,0.03,8.19,-15.79
771,301487,盟固利,21.55,-0.6,-0.13,47778.0,103336587.0,1.98,21.9,21.47,21.7,21.68,0.92,1.75,-104.66,5.33,9904734239.0,5878710786.0,-0.05,-0.05,14.2,1.32
772,301587,中瑞股份,23.18,-0.6,-0.14,8265.0,19131646.8,1.24,23.35,23.06,23.35,23.32,1.0,1.13,113.49,1.72,3415063967.0,1702641467.0,0.13,0.17,10.96,0.13
773,301189,奥尼电子,28.37,-0.6,-0.17,7841.0,22192459.0,2.17,28.76,28.14,28.76,28.54,1.15,0.7,-30.39,1.52,3302167712.0,3170570857.0,0.14,0.18,14.44,17.96
774,301292,海科新源,19.93,-0.6,-0.12,25631.0,51364226.0,2.14,20.29,19.86,20.11,20.05,1.11,3.01,-100.45,1.56,4440319856.0,1696440723.0,-0.05,0.1,35.58,52.37
775,300462,ST华铭,9.94,-0.6,-0.06,22778.0,22697053.0,1.4,10.05,9.91,10.01,10.0,1.3,1.67,-99.95,1.26,1801346064.0,1359140065.0,0.0,-0.1,5.3,11.43
776,300508,维宏股份,31.33,-0.6,-0.19,12701.0,39660477.8,2.89,31.96,31.05,31.55,31.52,1.1,1.57,57.8,4.28,3381290877.0,2539990397.0,-0.06,0.06,8.11,16.6
777,301255,通力科技,31.65,-0.6,-0.19,16246.0,51341422.8,1.76,31.96,31.4,31.82,31.84,0.84,4.27,113.34,4.69,4820928000.0,1205232000.0,0.09,0.03,-2.34,35.49
778,300849,锦盛新材,13.2,-0.6,-0.08,15664.0,20607253.5,1.58,13.31,13.1,13.31,13.28,0.82,1.29,-129.03,3.33,1980000000.0,1603377904.0,0.0,0.15,-11.47,-6.05
779,300292,吴通控股,4.9,-0.61,-0.03,154780.0,75709785.0,1.62,4.94,4.86,4.93,4.93,1.01,1.39,46.83,4.65,6574648373.0,5468129584.0,0.0,0.0,3.59,1.03
780,301382,蜂助手,35.6,-0.61,-0.22,186284.0,642601969.57,5.64,35.64,33.62,34.95,35.82,1.38,10.53,71.39,5.73,10176630347.0,6298094897.0,0.85,0.99,17.49,74.77
781,301003,江苏博云,34.09,-0.61,-0.21,14923.0,50864896.5,2.8,34.73,33.77,34.3,34.3,0.85,2.0,25.73,3.04,3311274981.0,2543458411.0,0.03,0.0,32.96,67.44
782,301631,壹连科技,84.04,-0.61,-0.52,4784.0,40203193.74,1.4,84.88,83.7,84.64,84.56,0.9,2.49,31.93,3.3,7682481303.0,1616354010.0,0.0,-0.06,6.29,-9.92
783,301560,众捷汽车,35.97,-0.61,-0.22,7374.0,26526831.82,1.35,36.3,35.81,36.0,36.19,0.84,3.19,53.68,4.8,4373952000.0,830892612.0,0.0,0.03,-8.29,118.0
784,300579,数字认证,34.3,-0.61,-0.21,68601.0,232740954.0,3.22,34.58,33.47,34.17,34.51,0.69,2.62,-106.6,10.6,9261000000.0,8996155706.0,0.09,0.2,32.48,9.27
785,301199,迈赫股份,27.46,-0.62,-0.17,23261.0,63780468.05,2.9,28.0,27.2,27.41,27.63,0.87,3.64,31.19,2.74,5126122960.0,1752661960.0,-0.11,-0.07,8.75,31.51
786,300195,长荣股份,7.96,-0.62,-0.05,81000.0,64163252.6,1.37,7.99,7.88,7.99,8.01,1.01,2.58,183.91,1.26,3372713738.0,2498743349.0,0.0,0.13,21.9,41.39
787,300555,ST路通,9.67,-0.62,-0.06,13151.0,12653941.0,1.85,9.75,9.57,9.68,9.73,1.37,0.66,-120.5,3.81,1934000000.0,1912945635.0,0.0,0.21,-15.84,11.28
788,300543,朗科智能,12.57,-0.63,-0.08,93779.0,117579222.0,2.21,12.73,12.45,12.5,12.65,0.86,3.75,96.47,2.63,3851087668.0,3144999017.0,0.08,0.16,20.98,21.1
789,300939,秋田微,32.88,-0.63,-0.21,15914.0,52158462.0,1.93,33.14,32.5,33.09,33.09,0.86,1.33,50.63,2.94,3945600000.0,3945600000.0,0.18,0.0,16.31,1.48
790,300701,森霸传感,11.02,-0.63,-0.07,24496.0,26888893.49,1.71,11.09,10.9,11.09,11.09,0.99,0.98,106.67,3.39,3115741011.0,2745322489.0,0.0,0.0,14.08,8.57
791,300890,翔丰华,30.06,-0.63,-0.19,29263.0,88142706.0,1.82,30.48,29.93,30.25,30.25,0.84,2.69,-607.3,1.76,3578108653.0,3264315770.0,-0.03,-0.03,14.34,-0.66
792,300952,恒辉安防,27.49,-0.65,-0.18,19586.0,53778160.75,1.77,27.72,27.23,27.67,27.67,0.78,1.88,43.67,2.86,4740601705.0,2870517456.0,-0.04,0.0,0.84,32.93
793,301222,浙江恒威,30.38,-0.65,-0.2,5819.0,17679659.0,1.73,30.7,30.17,30.7,30.58,0.92,1.98,36.9,2.2,3078508692.0,890692992.0,0.0,0.0,16.31,20.8
794,301021,英诺激光,32.19,-0.65,-0.21,27992.0,90304407.0,2.01,32.62,31.97,32.15,32.4,0.86,1.84,-177.91,5.04,4897770691.0,4896896733.0,0.03,-0.19,10.43,24.82
795,301391,卡莱特,46.58,-0.66,-0.31,7320.0,34134628.13,3.84,47.9,46.1,47.9,46.89,1.32,1.48,351.13,2.14,4425789896.0,2297171607.0,0.09,-0.02,29.86,26.27
796,300135,宝利国际,4.53,-0.66,-0.03,471130.0,213399501.0,4.39,4.65,4.45,4.61,4.56,1.98,5.11,322.23,4.35,4174848000.0,4174848000.0,0.22,0.22,19.53,14.68
797,300804,广康生化,42.14,-0.66,-0.28,11348.0,47594043.2,1.84,42.42,41.64,42.35,42.42,1.06,4.13,45.56,2.33,3118360000.0,1158850000.0,-0.02,0.1,56.13,86.79
798,300888,稳健医疗,40.81,-0.66,-0.27,33026.0,134225942.75,2.36,41.38,40.41,41.09,41.08,1.03,1.88,23.9,2.11,23764879464.0,7162386842.0,-0.07,0.0,-18.71,-2.44
799,300139,晓程科技,19.57,-0.66,-0.13,186524.0,368733288.61,2.28,20.0,19.55,19.95,19.7,1.71,7.98,121.79,5.27,5362180000.0,4572564258.0,0.0,0.05,12.99,34.13
800,300801,泰和科技,23.75,-0.67,-0.16,54526.0,130078469.16,2.8,24.25,23.58,24.0,23.91,0.79,3.98,45.59,2.13,5187712500.0,3250886344.0,0.08,0.21,47.33,50.6
801,300484,蓝海华腾,21.77,-0.68,-0.15,33260.0,72356577.35,1.82,21.99,21.59,21.85,21.92,0.92,2.0,40.28,6.87,4509958103.0,3621496646.0,-0.05,0.05,5.68,6.2
802,301029,怡合达,24.67,-0.68,-0.17,50889.0,125160149.6,1.69,24.88,24.46,24.78,24.84,0.8,1.1,32.12,3.87,15645780905.0,11394654029.0,0.0,0.0,7.54,1.02
803,301139,元道通信,18.9,-0.68,-0.13,33930.0,64011480.98,1.79,19.1,18.76,19.1,19.03,0.85,5.0,54.01,1.18,2297877120.0,1282525178.0,0.0,0.05,-32.67,-16.81
804,301062,上海艾录,8.7,-0.68,-0.06,52288.0,45424643.0,1.83,8.78,8.62,8.76,8.76,1.18,1.68,1208.04,2.5,3760811527.0,2711000736.0,0.12,0.0,6.1,-33.33
805,300270,中威电子,8.71,-0.68,-0.06,53073.0,46440833.98,2.62,8.9,8.67,8.77,8.77,1.41,2.07,-47.72,4.45,2637440504.0,2235925792.0,-0.11,0.0,23.02,21.82
806,301429,森泰股份,20.3,-0.68,-0.14,7302.0,14822146.0,2.74,20.65,20.09,20.38,20.44,0.82,1.66,32.83,1.82,2399866000.0,894035000.0,0.05,-0.05,18.64,33.55
807,300080,易成新能,4.35,-0.68,-0.03,55761.0,24265115.0,1.6,4.39,4.32,4.37,4.38,0.81,0.3,-42.42,1.6,8149204897.0,8135025167.0,0.0,0.0,16.0,-0.46
808,300938,信测标准,26.17,-0.68,-0.18,49930.0,129498975.26,2.69,26.36,25.65,26.35,26.35,0.77,3.26,40.33,4.27,5992624936.0,4007436595.0,0.0,0.04,17.67,44.11
809,301197,工大科雅,20.19,-0.69,-0.14,17516.0,35225547.76,1.97,20.4,20.0,20.4,20.33,1.11,2.13,354.52,1.8,2433702600.0,1661495670.0,0.05,0.05,28.11,35.14
810,300894,火星人,14.27,-0.7,-0.1,39713.0,56736776.75,2.23,14.5,14.18,14.45,14.37,0.98,1.35,-26.86,4.6,5818206282.0,4196421853.0,0.14,0.0,9.94,4.16
811,300671,富满微,39.92,-0.7,-0.28,363622.0,1492540963.74,5.52,42.06,39.84,40.42,40.2,7.41,16.75,-86.73,5.4,8691560962.0,8668093391.0,-0.25,-0.45,33.87,12.32
812,300842,帝科股份,44.21,-0.7,-0.31,16143.0,71635228.08,1.68,44.8,44.05,44.51,44.52,0.81,1.28,45.25,3.61,6267316500.0,5578776564.0,-0.05,0.02,11.08,8.57
813,300391,*ST长药,4.26,-0.7,-0.03,33197.0,14144278.0,1.4,4.29,4.23,4.27,4.29,0.98,0.95,-6.14,-3.02,1492431837.0,1492431837.0,0.24,0.24,-10.13,-15.48
814,301049,超越科技,24.29,-0.7,-0.17,4573.0,11103075.0,1.76,24.47,24.04,24.45,24.46,0.71,1.07,-19.75,3.49,2289413483.0,1040252260.0,-0.12,-0.04,9.56,1.21
815,301376,致欧科技,18.14,-0.71,-0.13,12099.0,21938094.0,1.53,18.31,18.03,18.31,18.27,1.13,0.63,16.46,2.23,7299326937.0,3511221464.0,-0.11,0.06,-14.27,-4.12
816,300683,海特生物,51.65,-0.71,-0.37,50532.0,259597505.7,4.77,52.78,50.3,51.88,52.02,0.68,4.14,-121.33,2.84,6760695295.0,6304638708.0,-0.12,-0.35,119.41,117.84
817,300410,正业科技,8.42,-0.71,-0.06,179309.0,150473851.96,2.71,8.54,8.31,8.41,8.48,0.62,4.88,81.28,13.6,3091106591.0,3091106591.0,0.24,0.24,49.03,56.51
818,301149,隆华新材,12.57,-0.71,-0.09,49081.0,61422631.61,1.97,12.64,12.39,12.6,12.66,1.13,1.89,23.65,2.78,5405100226.0,3264668924.0,0.0,0.0,11.14,28.13
819,300115,长盈精密,23.56,-0.72,-0.17,581172.0,1386753215.8,2.87,24.18,23.5,23.77,23.73,1.24,4.29,45.75,4.02,32000717015.0,31908315355.0,-0.13,-0.04,9.28,46.24
820,300896,爱美客,185.02,-0.72,-1.34,11237.0,207867611.2,1.75,186.99,183.73,186.98,186.36,0.94,0.54,31.54,7.89,55985583126.0,38593612466.0,-0.13,-0.12,5.34,3.53
821,300059,东方财富,23.37,-0.72,-0.17,1260047.0,2941200765.5,0.93,23.47,23.25,23.46,23.54,1.02,0.94,34.01,4.47,369340360465.0,312606149771.0,-0.13,-0.04,7.1,-9.28
822,300968,格林精密,15.19,-0.72,-0.11,61674.0,93749574.96,2.55,15.45,15.06,15.31,15.3,1.02,1.49,-139.68,3.36,6279242200.0,6279242200.0,0.2,0.26,3.69,-7.55
823,300266,兴源环境,2.74,-0.72,-0.02,122032.0,33554871.0,2.17,2.79,2.73,2.76,2.76,1.21,0.79,-41.14,65.14,4257432040.0,4254986179.0,0.0,0.0,-4.86,-3.86
824,301567,贝隆精密,43.8,-0.73,-0.32,6475.0,28256089.0,1.52,44.0,43.33,43.98,44.12,0.77,3.05,98.09,4.27,3153600000.0,930305430.0,0.05,0.25,14.6,-2.01
825,301041,金百泽,27.03,-0.73,-0.2,12866.0,34589678.0,1.69,27.14,26.68,27.14,27.23,0.68,1.63,-296.86,4.38,2883560400.0,2133224872.0,0.0,0.04,20.72,13.1
826,300337,银邦股份,10.85,-0.73,-0.08,65944.0,71689167.48,1.37,10.96,10.81,10.95,10.93,0.74,0.93,152.59,5.31,8917832000.0,7718515684.0,-0.18,-0.09,3.33,-2.34
827,300387,富邦科技,9.46,-0.73,-0.07,33156.0,31350054.0,1.57,9.55,9.4,9.53,9.53,0.88,1.15,29.56,1.99,2734479390.0,2733529862.0,-0.11,-0.21,12.49,19.29
828,300124,汇川技术,65.02,-0.73,-0.48,116616.0,761101870.0,1.98,66.18,64.88,65.73,65.5,0.89,0.49,33.12,6.16,175252190944.0,155236926021.0,-0.03,0.02,-4.49,11.78
829,300741,华宝股份,19.02,-0.73,-0.14,15813.0,29934985.0,1.83,19.16,18.81,19.13,19.16,1.22,0.26,60.03,1.71,11714037600.0,11713983393.0,0.0,0.05,12.54,9.69
830,300641,正丹股份,23.26,-0.73,-0.17,60060.0,139731802.59,1.24,23.48,23.19,23.48,23.43,0.79,1.13,9.83,3.79,12390190810.0,12390190810.0,0.0,0.09,-8.64,-5.22
831,301180,万祥科技,16.01,-0.74,-0.12,25436.0,40661011.0,2.11,16.19,15.85,16.03,16.13,1.1,0.64,413.0,4.89,6404160100.0,6404160100.0,-0.06,0.06,17.81,3.49
832,300994,久祺股份,17.49,-0.74,-0.13,25885.0,45063797.0,1.36,17.55,17.31,17.51,17.62,1.06,2.22,24.96,3.38,4076709120.0,2040453360.0,0.06,0.06,0.63,55.05
833,300527,ST应急,9.37,-0.74,-0.07,333707.0,314969633.36,2.44,9.55,9.32,9.36,9.44,0.85,3.35,-94.39,3.51,9329056454.0,9329056454.0,-0.11,0.0,19.82,16.11
834,301608,博实结,79.34,-0.75,-0.6,9017.0,71824651.42,2.59,80.88,78.81,80.34,79.94,0.73,2.26,43.8,3.5,7060466600.0,3168613481.0,-0.1,-0.05,0.29,16.61
835,300328,宜安科技,11.93,-0.75,-0.09,233638.0,278784042.54,2.08,12.08,11.83,12.05,12.02,1.17,3.4,-337.52,7.58,8236753548.0,8188369942.0,0.08,0.17,6.71,62.09
836,301211,亨迪药业,18.59,-0.75,-0.14,24677.0,45755277.4,1.98,18.76,18.39,18.66,18.73,0.84,0.86,144.33,2.37,5353920000.0,5353920000.0,0.11,0.16,11.38,-11.52
837,300848,美瑞新材,17.17,-0.75,-0.13,11400.0,19520486.0,1.56,17.31,17.04,17.31,17.3,0.93,0.48,101.27,4.89,7346830556.0,4110904723.0,0.12,0.18,-1.38,6.12
838,301227,森鹰窗业,29.85,-0.76,-0.23,7857.0,23453212.0,1.43,30.14,29.71,30.1,30.08,0.63,2.32,-89.1,1.72,2842630425.0,1012957511.0,-0.03,0.0,71.16,84.26
839,300162,雷曼光电,7.82,-0.76,-0.06,55147.0,43030886.0,2.28,7.93,7.75,7.86,7.88,0.92,1.61,364.72,3.69,3280568435.0,2675705120.0,0.13,0.0,16.37,3.85
840,300209,有棵树,5.25,-0.76,-0.04,49747.0,26123871.15,1.32,5.3,5.23,5.27,5.29,0.92,1.02,7049.5,5.28,4875339662.0,2572597335.0,-0.19,-0.19,-18.73,-2.96
841,300405,科隆股份,6.5,-0.76,-0.05,84659.0,54781919.5,1.98,6.55,6.42,6.52,6.55,1.19,3.87,-29.86,4.28,1848422362.0,1422153519.0,0.15,0.0,25.97,34.3
842,300883,龙利得,6.57,-0.76,-0.05,46157.0,30342736.0,1.66,6.64,6.53,6.61,6.62,0.94,1.4,324.3,1.6,2273220000.0,2172531958.0,0.0,0.0,12.69,22.57
843,300899,*ST凯鑫,24.75,-0.76,-0.19,5811.0,14408903.25,1.44,25.05,24.69,24.98,24.94,1.04,1.42,21.24,2.42,1578640784.0,1013167634.0,-0.16,-0.16,14.32,19.33
844,300986,志特新材,14.3,-0.76,-0.11,77275.0,110829765.86,1.87,14.53,14.26,14.38,14.41,0.61,1.89,59.49,2.95,5855852488.0,5853614767.0,-0.07,-0.07,-1.31,65.32
845,300522,世名科技,14.33,-0.76,-0.11,56144.0,80553399.0,1.32,14.47,14.28,14.41,14.44,0.93,2.3,212.21,5.85,4620730095.0,3494325590.0,-0.07,-0.07,11.87,16.03
846,300258,精锻科技,14.3,-0.76,-0.11,112135.0,160700769.47,1.39,14.45,14.25,14.37,14.41,0.8,1.97,52.05,1.79,8366175575.0,8149471873.0,0.07,0.0,-4.28,61.22
847,300310,宜通世纪,6.55,-0.76,-0.05,132094.0,86263105.09,1.67,6.6,6.49,6.6,6.6,0.86,1.91,-134.03,3.05,5774863378.0,4530899921.0,0.31,0.61,6.33,-13.36
848,300020,ST银江,3.92,-0.76,-0.03,77185.0,30413679.2,1.52,3.98,3.92,3.95,3.95,1.16,1.01,-11.07,0.99,3115137658.0,3005227169.0,0.0,0.0,-0.51,7.1
849,302132,中航成飞,85.65,-0.76,-0.66,66212.0,569163694.06,1.26,86.59,85.5,86.0,86.31,0.72,1.12,366.25,12.81,229266410504.0,50598636739.0,0.02,0.11,-0.88,20.4
